TerritoryID,StartYear,EndYear,EndingStatus,ReferencedPolityID
7351,1946,1993,Became part of Russia,365
7352,1860,1917,Became part of Russia,365
7352,1917,1922,Occupied by Japan,740
7352,1922,1993,Became part of Russia,365
7360,1816,1912,Became part of China,710
7360,1914,1918,Became part of Russia,365
7360,1918,1922,Became part of China,710
7360,1944,1993,Became part of Russia,365
7399,1816,1955,Became part of Japan,740
7399,1955,1965,Claimed by Japan,740
7399,1965,1977,Became neutral or demilitarized zone of Japan,740
7399,1977,1993,Occupied by South Korea,732
7411,1862,1876,Occupied by Japan,740
7411,1876,1945,Became part of Japan,740
7411,1968,1993,Became part of Japan,740
7412,1876,1945,Became part of Japan,740
7412,1945,1968,Occupied by United States of America,2
7412,1968,1993,Became part of Japan,740
7413,1876,1945,Became part of Japan,740
7413,1945,1968,Occupied by United States of America,2
7413,1968,1993,Became part of Japan,740
7414,1931,1945,Became part of Japan,740
7414,1945,1968,Occupied by United States of America,2
7414,1968,1993,Became part of Japan,740
7415,1816,1861,Became part of Japan,740
7415,1861,1861,Occupied by Russia,365
7415,1861,1993,Became part of Japan,740
7501,1816,1942,Became part of India,750
7501,1942,1945,Occupied by Japan,740
7501,1945,1993,Became part of India,750
7502,1816,1869,Became part of Tranquebar and Serampore,7504
7502,1816,1869,Became possession of Denmark,390
7502,1869,1942,Became part of India,750
7502,1942,1945,Occupied by Japan,740
7502,1945,1993,Became part of India,750
7503,1816,1818,Occupied by United Kingdom,200
7503,1818,1825,Became colony of Netherlands,210
7503,1825,1993,Became part of India,750
7504,1816,1845,Became colony of Denmark,390
7504,1845,1993,Became part of India,750
7505,1816,1947,Became part of India,750
7505,1948,1993,Became part of India,750
7507,1846,1947,Became part of India,750
7507,1947,1993,Became part of India,750
7511,1818,1993,Became part of India,750
7512,1818,1993,Became part of India,750
7513,1817,1993,Became part of India,750
7514,1818,1993,Became part of India,750
7515,1818,1993,Became part of India,750
7516,1818,1993,Became part of India,750
7517,1818,1993,Became part of India,750
7518,1818,1993,Became part of India,750
7519,1817,1993,Became part of India,750
7521,1817,1993,Became part of India,750
7522,1818,1993,Became part of India,750
7523,1818,1993,Became part of India,750
7524,1818,1993,Became part of India,750
7525,1818,1993,Became part of India,750
7526,1818,1993,Became part of India,750
7527,1818,1993,Became part of India,750
7528,1818,1993,Became part of India,750
7529,1818,1993,Became part of India,750
7531,1818,1993,Became part of India,750
7532,1819,1993,Became part of India,750
7533,1819,1993,Became part of India,750
7535,1818,1993,Became part of India,750
7536,1817,1993,Became part of India,750
7537,1817,1993,Became part of India,750
7538,1819,1993,Became part of India,750
7539,1818,1993,Became part of India,750
7541,1819,1993,Became part of India,750
7542,1819,1993,Became part of India,750
7543,1819,1993,Became part of India,750
7544,1819,1993,Became part of India,750
7545,1819,1993,Became part of India,750
7546,1819,1993,Became part of India,750
7547,1819,1993,Became part of India,750
7548,1819,1993,Became part of India,750
7549,1819,1993,Became part of India,750
7551,1819,1993,Became part of India,750
7552,1818,1993,Became part of India,750
7553,1818,1993,Became part of India,750
7554,1818,1993,Became part of India,750
7555,1818,1993,Became part of India,750
7556,1818,1993,Became part of India,750
7557,1818,1993,Became part of India,750
7558,1818,1993,Became part of India,750
7559,1818,1993,Became part of India,750
7561,1818,1993,Became part of India,750
7562,1818,1993,Became part of India,750
7563,1818,1993,Became part of India,750
7564,1818,1993,Became part of India,750
7566,1816,1947,Became part of India,750
7566,1947,1993,Became part of India,750
7570,1816,1947,Became part of India,750
7570,1947,1993,Became part of India,750
7571,1823,1993,Became part of India,750
7572,1826,1993,Became part of India,750
7573,1826,1993,Became part of India,750
7574,1833,1993,Became part of India,750
7575,1834,1993,Became part of India,750
7576,1847,1993,Became part of India,750
7577,1848,1993,Became part of India,750
7578,1848,1993,Became part of India,750
7579,1849,1993,Became part of India,750
7581,1853,1993,Became part of India,750
7582,1853,1993,Became part of India,750
7583,1854,1993,Became part of India,750
7584,1854,1993,Became part of India,750
7585,1854,1993,Became part of India,750
7586,1856,1993,Became part of India,750
7587,1890,1993,Became part of India,750
7588,1895,1993,Became part of India,750
7691,1849,1947,Became part of India,750
7692,1836,1849,Became part of Swat,7701
7693,1843,1947,Became part of India,750
7694,1838,1947,Became part of India,750
7694,1947,1993,Became part of Pakistan,770
7701,1890,1947,Became protectorate of United Kingdom,200
7701,1947,1969,Became protectorate of Pakistan,770
7701,1969,1993,Became part of Pakistan,770
7702,1891,1947,Became protectorate of United Kingdom,200
7702,1947,1969,Became protectorate of Pakistan,770
7702,1969,1993,Became part of Pakistan,770
7703,1891,1947,Became protectorate of United Kingdom,200
7703,1947,1969,Became protectorate of Pakistan,770
7703,1969,1993,Became part of Pakistan,770
7704,1895,1947,Became protectorate of United Kingdom,200
7704,1947,1969,Became protectorate of Pakistan,770
7704,1969,1993,Became part of Pakistan,770
7705,1895,1947,Became protectorate of United Kingdom,200
7705,1947,1969,Became protectorate of Pakistan,770
7705,1969,1993,Became part of Pakistan,770
7706,1895,1947,Became protectorate of United Kingdom,200
7706,1947,1969,Became protectorate of Pakistan,770
7706,1969,1993,Became part of Pakistan,770
7707,1816,1958,Became possession of Oman,698
7707,1958,1993,Became part of Pakistan,770
7708,1846,1947,Became part of India,750
7708,1947,1949,Occupied by Pakistan,770
7708,1947,1947,Became part of Kashmir,7507
7708,1949,1993,Became protectorate of Pakistan,770
7709,1846,1947,Became part of India,750
7709,1947,1947,Became part of Kashmir,7507
7709,1947,1949,Occupied by Pakistan,770
7709,1949,1993,Became protectorate of Pakistan,770
7712,1947,1992,Became part of India,750
7712,1992,1993,Leased to Bangladesh,771
7745,1886,1948,Became protectorate of United Kingdom,200
7745,1886,1993,Became part of Myanmar,775
7746,1886,1948,Became protectorate of United Kingdom,200
7746,1886,1993,Became part of Myanmar,775
7747,1886,1948,Became protectorate of United Kingdom,200
7747,1886,1993,Became part of Myanmar,775
7748,1886,1948,Became protectorate of United Kingdom,200
7748,1886,1993,Became part of Myanmar,775
7749,1886,1948,Became protectorate of United Kingdom,200
7749,1886,1993,Became part of Myanmar,775
7751,1890,1993,Became part of Myanmar,775
7751,1890,1948,Became protectorate of United Kingdom,200
7752,1890,1993,Became part of Myanmar,775
7752,1890,1948,Became protectorate of United Kingdom,200
7753,1890,1948,Became protectorate of United Kingdom,200
7753,1890,1993,Became part of Myanmar,775
7754,1890,1948,Became protectorate of United Kingdom,200
7754,1890,1993,Became part of Myanmar,775
7755,1890,1993,Became part of Myanmar,775
7756,1890,1948,Became protectorate of United Kingdom,200
7756,1890,1993,Became part of Myanmar,775
7757,1890,1948,Became protectorate of United Kingdom,200
7757,1890,1993,Became part of Myanmar,775
7758,1890,1948,Became protectorate of United Kingdom,200
7758,1890,1993,Became part of Myanmar,775
7759,1890,1948,Became protectorate of United Kingdom,200
7759,1890,1993,Became part of Myanmar,775
7760,1890,1993,Became part of Myanmar,775
7760,1890,1948,Became protectorate of United Kingdom,200
7761,1890,1948,Became protectorate of United Kingdom,200
7761,1890,1993,Became part of Myanmar,775
7762,1890,1948,Became protectorate of United Kingdom,200
7762,1890,1993,Became part of Myanmar,775
7763,1890,1948,Became protectorate of United Kingdom,200
7763,1890,1993,Became part of Myanmar,775
7764,1890,1948,Became protectorate of United Kingdom,200
7764,1890,1993,Became part of Myanmar,775
7765,1890,1948,Became part of United Kingdom,200
7765,1890,1993,Became part of Myanmar,775
7766,1890,1948,Became protectorate of United Kingdom,200
7766,1890,1993,Became part of Myanmar,775
7767,1890,1948,Became protectorate of United Kingdom,200
7767,1890,1993,Became part of Myanmar,775
7768,1890,1948,Became protectorate of United Kingdom,200
7768,1890,1993,Became part of Myanmar,775
7769,1890,1948,Became protectorate of United Kingdom,200
7769,1890,1993,Became part of Myanmar,775
7770,1890,1948,Became protectorate of United Kingdom,200
7770,1890,1993,Became part of Myanmar,775
7771,1890,1948,Became protectorate of United Kingdom,200
7771,1890,1993,Became part of Myanmar,775
7772,1890,1948,Became protectorate of United Kingdom,200
7772,1890,1993,Became part of Myanmar,775
7773,1890,1948,Became protectorate of United Kingdom,200
7773,1890,1993,Became part of Myanmar,775
7774,1890,1948,Became protectorate of United Kingdom,200
7774,1890,1993,Became part of Myanmar,775
7775,1890,1993,Became part of Myanmar,775
7775,1890,1948,Became protectorate of United Kingdom,200
7776,1890,1948,Became protectorate of United Kingdom,200
7776,1890,1993,Became part of Myanmar,775
7777,1890,1948,Became protectorate of United Kingdom,200
7777,1890,1993,Became part of Myanmar,775
7778,1890,1948,Became protectorate of United Kingdom,200
7778,1890,1993,Became part of Myanmar,775
7779,1890,1948,Became protectorate of United Kingdom,200
7779,1890,1993,Became part of Myanmar,775
7780,1890,1948,Became protectorate of United Kingdom,200
7780,1890,1993,Became part of Myanmar,775
7781,1890,1948,Became protectorate of United Kingdom,200
7782,1890,1993,Became part of Myanmar,775
7782,1890,1948,Became protectorate of United Kingdom,200
7783,1890,1948,Became protectorate of United Kingdom,200
7783,1890,1993,Became part of Myanmar,775
7784,1890,1948,Became protectorate of United Kingdom,200
7784,1890,1993,Became part of Myanmar,775
7785,1890,1993,Became part of Myanmar,775
7785,1890,1948,Became protectorate of United Kingdom,200
7786,1890,1948,Became protectorate of United Kingdom,200
7786,1890,1993,Became part of Myanmar,775
7787,1890,1948,Became protectorate of United Kingdom,200
7787,1890,1993,Became part of Myanmar,775
7788,1890,1948,Became protectorate of United Kingdom,200
7788,1890,1993,Became part of Myanmar,775
7789,1890,1948,Became protectorate of United Kingdom,200
7789,1890,1993,Became part of Myanmar,775
7790,1890,1993,Became part of Myanmar,775
7790,1890,1948,Became protectorate of United Kingdom,200
7791,1890,1948,Became protectorate of United Kingdom,200
7791,1890,1993,Became part of Myanmar,775
7792,1890,1948,Became protectorate of United Kingdom,200
7792,1890,1993,Became part of Myanmar,775
7793,1890,1948,Became protectorate of United Kingdom,200
7793,1890,1993,Became part of Myanmar,775
7794,1890,1948,Became protectorate of United Kingdom,200
7794,1890,1993,Became part of Myanmar,775
7795,1890,1948,Became protectorate of United Kingdom,200
7795,1890,1993,Became part of Myanmar,775
7796,1890,1948,Became protectorate of United Kingdom,200
7796,1890,1993,Became part of Myanmar,775
7797,1890,1993,Became part of Myanmar,775
7797,1890,1948,Became protectorate of United Kingdom,200
7798,1875,1993,Became part of Myanmar,775
7799,1885,1993,Became part of Myanmar,775
7806,1948,1987,Became part of Sri Lanka,780
7910,1816,1848,Became part of China,710
7910,1910,1912,Occupied by China,710
7910,1951,1993,Became part of China,710
8001,1874,1993,Became part of Thailand,800
8002,1817,1993,Became part of Thailand,800
8121,1828,1893,Became part of Thailand,800
8121,1893,1949,Became part of French Indochina,810
8121,1949,1993,Became part of Laos,812
8122,1885,1893,Became part of Thailand,800
8122,1893,1949,Became part of French Indochina,810
8122,1949,1993,Became part of Laos,812
8123,1949,1993,Became part of Laos,812
8124,1885,1949,Became part of French Indochina,810
8124,1949,1993,Became part of Laos,812
8151,1867,1887,Became colony of France,220
8151,1887,1949,Became part of French Indochina,810
8151,1949,1954,Became part of Vietnam,815
8151,1954,1975,Became part of Republic of Vietnam,817
8151,1975,1993,Became part of Vietnam,816
8152,1816,1883,Became part of Vietnam,815
8152,1883,1887,Became protectorate of France,220
8152,1887,1949,Became part of French Indochina,810
8152,1949,1954,Became part of Vietnam,815
8152,1954,1975,Became part of Republic of Vietnam,817
8152,1975,1993,Became part of Vietnam,816
8153,1816,1883,Became part of Vietnam,815
8153,1883,1887,Became protectorate of France,220
8153,1887,1949,Became part of French Indochina,810
8153,1949,1954,Became part of Vietnam,815
8153,1954,1993,Became part of Vietnam,816
8171,1909,1954,Claimed by China,710
8171,1931,1954,Claimed by France,220
8171,1947,1949,Occupied by China,710
8171,1954,1993,Occupied by China,710
8171,1954,1974,Occupied by Republic of Vietnam,817
8171,1975,1993,Claimed by Vietnam,816
8201,1874,1942,Became colony of United Kingdom,200
8201,1896,1946,Became part of Federated Malay States,821
8201,1942,1945,Occupied by Japan,740
8201,1945,1946,Occupied by United Kingdom,200
8201,1946,1993,Became part of Malaysia,820
8202,1875,1942,Became colony of United Kingdom,200
8202,1896,1946,Became part of Federated Malay States,821
8202,1942,1945,Occupied by Japan,740
8202,1945,1946,Became colony of United Kingdom,200
8202,1946,1993,Became part of Malaysia,820
8203,1888,1946,Became colony of United Kingdom,200
8203,1896,1946,Became part of Federated Malay States,821
8203,1942,1945,Occupied by Japan,740
8203,1945,1946,Became colony of United Kingdom,200
8203,1946,1993,Became part of Malaysia,820
8210,1895,1946,Became colony of United Kingdom,200
8210,1896,1946,Became part of Federated Malay States,821
8210,1942,1945,Occupied by Japan,740
8210,1945,1946,Became colony of United Kingdom,200
8210,1946,1993,Became part of Malaysia,820
8211,1874,1946,Became part of Negri Sembilan,8210
8211,1946,1993,Became part of Malaysia,820
8212,1889,1946,Became part of Negri Sembilan,8210
8212,1946,1993,Became part of Malaysia,820
8213,1878,1946,Became part of Negri Sembilan,8210
8213,1946,1993,Became part of Malaysia,820
8214,1878,1946,Became part of Negri Sembilan,8210
8214,1946,1993,Became part of Malaysia,820
8215,1878,1946,Became part of Negri Sembilan,8210
8216,1878,1946,Became part of Negri Sembilan,8210
8216,1946,1993,Became part of Malaysia,820
8217,1889,1946,Became part of Negri Sembilan,8210
8217,1946,1993,Became part of Malaysia,820
8221,1914,1942,Became protectorate of United Kingdom,200
8221,1942,1945,Occupied by Japan,740
8221,1945,1946,Became colony of United Kingdom,200
8221,1946,1993,Became part of Malaysia,820
8222,1821,1841,Became part of Thailand,800
8222,1909,1942,Became protectorate of United Kingdom,200
8222,1942,1945,Occupied by Japan,740
8222,1945,1946,Became colony of United Kingdom,200
8222,1946,1993,Became part of Malaysia,820
8223,1909,1942,Became protectorate of United Kingdom,200
8223,1942,1945,Occupied by Japan,740
8223,1945,1946,Became colony of United Kingdom,200
8223,1946,1993,Became part of Malaysia,820
8224,1816,1841,Became part of Thailand,800
8224,1909,1942,Became protectorate of United Kingdom,200
8224,1942,1945,Occupied by Japan,740
8224,1945,1946,Became colony of United Kingdom,200
8224,1946,1993,Became part of Malaysia,820
8225,1909,1942,Became protectorate of United Kingdom,200
8225,1942,1945,Occupied by Japan,740
8225,1945,1946,Became colony of United Kingdom,200
8225,1946,1993,Became part of Malaysia,820
8231,1816,1846,Became part of Brunei,835
8231,1846,1889,Became colony of United Kingdom,200
8231,1889,1905,Became part of Sabah (North Borneo),823
8271,1816,1818,Occupied by United Kingdom,200
8271,1818,1825,Became colony of Netherlands,210
8271,1825,1826,Became possession of United Kingdom,200
8271,1826,1946,Became part of Straits Settlements,827
8271,1946,1993,Became part of Malaysia,820
8272,1816,1826,Became possession of United Kingdom,200
8272,1826,1946,Became part of Straits Settlements,827
8272,1946,1993,Became part of Malaysia,820
8401,1878,1993,Became part of Philippines,840
8402,1829,1993,Became part of Philippines,840
8525,1818,1993,Became part of Indonesia,850
8531,1903,1993,Became part of Indonesia,850
8532,1872,1993,Became part of Indonesia,850
8533,1858,1993,Became part of Indonesia,850
8534,1837,1993,Became part of Indonesia,850
8535,1824,1993,Became part of Indonesia,850
8536,1834,1993,Became part of Indonesia,850
8537,1822,1993,Became part of Indonesia,850
8538,1844,1993,Became part of Indonesia,850
8539,1907,1993,Became part of Indonesia,850
8541,1856,1993,Became part of Indonesia,850
8542,1894,1993,Became part of Indonesia,850
8543,1861,1993,Became part of Indonesia,850
8544,1818,1830,Occupied by Netherlands,210
8544,1844,1993,Became part of Indonesia,850
8545,1832,1993,Became part of Indonesia,850
8546,1832,1993,Became part of Indonesia,850
8547,1840,1993,Became part of Indonesia,850
8548,1856,1993,Became part of Indonesia,850
8549,1859,1993,Became part of Indonesia,850
8551,1861,1993,Became part of Indonesia,850
8552,1905,1993,Became part of Indonesia,850
8553,1911,1993,Became part of Indonesia,850
8554,1861,1993,Became part of Indonesia,850
8555,1816,1825,Became possession of United Kingdom,200
8555,1816,1825,Became part of India,750
8555,1825,1993,Became part of Indonesia,850
8560,1856,1993,Became part of Indonesia,850
8561,1856,1993,Became part of Indonesia,850
900,1816,1901,Became part of New South Wales,901
900,1825,1901,Became part of Tasmania,906
900,1829,1901,Became part of Western Australia,902
900,1836,1901,Became part of South Australia,903
900,1851,1901,Became part of Victoria,904
900,1859,1901,Became part of Queensland,905
900,1901,1919,Became colony of United Kingdom,200
901,1816,1901,Became colony of United Kingdom,200
901,1901,1993,Became part of Australia,900
902,1829,1901,Became colony of United Kingdom,200
902,1901,1993,Became part of Australia,900
903,1836,1901,Became colony of United Kingdom,200
903,1901,1993,Became part of Australia,900
904,1816,1851,Became part of New South Wales,901
904,1851,1901,Became colony of United Kingdom,200
904,1901,1993,Became part of Australia,900
905,1816,1859,Became part of New South Wales,901
905,1859,1901,Became colony of United Kingdom,200
905,1901,1993,Became part of Australia,900
906,1816,1825,Became part of New South Wales,901
906,1825,1901,Became colony of United Kingdom,200
906,1901,1993,Became part of Australia,900
910,1884,1949,Became part of Papua,911
910,1949,1975,Mandated to Australia,900
911,1884,1888,Became protectorate of United Kingdom,200
911,1888,1920,Became colony of United Kingdom,200
911,1920,1949,Became colony of Australia,900
911,1949,1993,Became part of Papua New Guinea,910
912,1884,1914,Became colony of Germany,255
912,1914,1921,Occupied by Australia,900
912,1949,1993,Became part of Papua New Guinea,910
920,1840,1920,Became colony of United Kingdom,200
925,1888,1901,Became protectorate of United Kingdom,200
925,1901,1993,Became colony of New Zealand,920
930,1853,1993,Became colony of France,220
935,1906,1980,Became colony of United Kingdom,200
940,1893,1978,Became protectorate of United Kingdom,200
945,1892,1916,Became protectorate of United Kingdom,200
945,1916,1975,Became colony of United Kingdom,200
945,1975,1993,Became part of Kiribati,946
946,1892,1975,Became part of Gilbert and Ellice Is.,945
946,1975,1979,Became colony of United Kingdom,200
947,1892,1975,Became part of Gilbert and Ellice Is.,945
947,1975,1979,Became colony of United Kingdom,200
950,1874,1970,Became colony of United Kingdom,200
955,1816,1845,Became part of Ha'apai,9553
955,1816,1833,Became part of Vava'u,9551
955,1900,1970,Became protectorate of United Kingdom,200
960,1903,1993,Became colony of France,220
970,1914,1919,Occupied by Australia,900
970,1919,1942,Mandated to Australia,900
970,1942,1945,Occupied by Japan,740
970,1945,1968,Mandated to Australia,900
980,1885,1914,Became colony of Germany,255
980,1914,1920,Occupied by Japan,740
980,1920,1944,Mandated to Japan,740
980,1944,1947,Occupied by United States of America,2
980,1947,1994,Mandated to United States of America,2
983,1885,1914,Became colony of Germany,255
983,1914,1920,Occupied by Japan,740
983,1920,1945,Mandated to Japan,740
983,1945,1947,Occupied by United States of America,2
983,1947,1986,Became part of U. S. Pacific Trust Territories,980
984,1947,1986,Became part of U. S. Pacific Trust Territories,980
985,1816,1898,Became part of Mariana Is.,9820
985,1898,1941,Became colony of United States of America,2
985,1941,1944,Occupied by Japan,740
985,1944,1993,Became colony of United States of America,2
986,1947,1994,Became part of U. S. Pacific Trust Territories,980
987,1947,1986,Became part of U. S. Pacific Trust Territories,980
990,1816,1900,Became part of Samoa,9900
990,1900,1914,Became colony of Germany,255
990,1914,1920,Occupied by New Zealand,920
990,1920,1962,Mandated to New Zealand,920
991,1816,1900,Became part of Samoa,9900
991,1900,1993,Became colony of United States of America,2
9001,1888,1942,Became part of Straits Settlements,827
9001,1942,1945,Occupied by Japan,740
9001,1945,1946,Became part of Straits Settlements,827
9001,1958,1993,Became colony of Australia,900
9002,1857,1878,Became possession of United Kingdom,200
9002,1878,1882,Became part of Sri Lanka,780
9002,1882,1942,Became part of Straits Settlements,827
9002,1942,1946,Became part of Sri Lanka,780
9002,1946,1955,Became part of Singapore,830
9002,1955,1993,Became possession of Australia,900
9003,1901,1969,Became part of Australia,900
9003,1969,1993,Became colony of Australia,900
9004,1816,1920,Became colony of United Kingdom,200
9004,1920,1993,Became colony of Australia,900
9005,1947,1993,Became colony of Australia,900
9006,1816,1919,Became possession of United Kingdom,200
9006,1919,1993,Became possession of Australia,900
9007,1919,1993,Became possession of Australia,900
9008,1878,1931,Became possession of United Kingdom,200
9008,1931,1993,Became possession of Australia,900
9101,1949,1975,Became part of Papua New Guinea,910
9101,1976,1993,Became part of Papua New Guinea,910
9102,1949,1990,Became part of Papua New Guinea,910
9102,1992,1993,Became part of Papua New Guinea,910
9201,1877,1916,Became protectorate of United Kingdom,200
9201,1916,1925,Became part of Gilbert and Ellice Is.,945
9201,1925,1993,Became colony of New Zealand,920
9202,1919,1993,Became possession of New Zealand,920
9203,1919,1993,Became possession of New Zealand,920
9204,1919,1993,Became possession of New Zealand,920
9205,1919,1993,Became possession of New Zealand,920
9206,1919,1993,Became possession of New Zealand,920
9251,1888,1892,Became protectorate of United Kingdom,200
9251,1892,1993,Became part of Cook Is.,925
9252,1901,1993,Became possession of Cook Is.,925
9253,1900,1901,Became protectorate of United Kingdom,200
9253,1901,1904,Became part of Cook Is.,925
9253,1904,1993,Became colony of New Zealand,920
9301,1853,1993,Became possession of France,220
9301,1853,1993,Became part of New Caledonia and Dependencies,930
9321,1816,1842,Became part of Uvea,9322
9321,1842,1959,Became protectorate of France,220
9321,1842,1959,Became part of New Caledonia and Dependencies,930
9321,1959,1993,Became colony of France,220
9322,1842,1993,Became part of Wallis and Futuna Is.,9321
9323,1842,1993,Became part of Wallis and Futuna Is.,9321
9324,1842,1993,Became part of Wallis and Futuna Is.,9321
9351,1906,1980,Became part of Vanuatu,935
9351,1980,1993,Became part of Vanuatu,935
9401,1885,1899,Became protectorate of Germany,255
9401,1899,1993,Became part of Solomon Islands,940
9401,1899,1975,Became part of New Guinea (German New Guinea) (KaiserWilhelmsland),912
9451,1900,1916,Became possession of United Kingdom,200
9451,1916,1975,Became part of Gilbert and Ellice Is.,945
9452,1888,1916,Became possession of United Kingdom,200
9452,1916,1975,Became part of Gilbert and Ellice Is.,945
9452,1975,1993,Became part of Kiribati,946
9453,1888,1916,Became possession of United Kingdom,200
9453,1916,1975,Became part of Gilbert and Ellice Is.,945
9453,1975,1993,Became part of Kiribati,946
9454,1888,1916,Became possession of United Kingdom,200
9454,1916,1975,Became part of Gilbert and Ellice Is.,945
9454,1975,1993,Became part of Kiribati,946
9461,1939,1979,Became possession of United Kingdom,200
9461,1979,1993,Became part of Kiribati,946
9462,1979,1993,Became part of Kiribati,946
9463,1979,1993,Became part of Kiribati,946
9464,1979,1993,Became part of Kiribati,946
9465,1979,1993,Became part of Kiribati,946
9466,1979,1993,Became part of Kiribati,946
9501,1881,1988,Became part of Fiji,950
9501,1988,1993,Became part of Fiji,950
9551,1833,1993,Became part of Tonga,955
9552,1845,1993,Became part of Tonga,955
9553,1845,1993,Became part of Tonga,955
9601,1844,1880,Became protectorate of France,220
9601,1880,1903,Became colony of France,220
9601,1903,1993,Became part of French Polynesia,960
9602,1844,1881,Became protectorate of France,220
9602,1881,1903,Became colony of France,220
9602,1903,1993,Became part of French Polynesia,960
9603,1844,1881,Became protectorate of France,220
9603,1881,1903,Became colony of France,220
9603,1903,1993,Became part of French Polynesia,960
9604,1881,1903,Became colony of France,220
9604,1903,1993,Became part of French Polynesia,960
9605,1850,1880,Became protectorate of France,220
9605,1880,1903,Became colony of France,220
9605,1903,1993,Became part of French Polynesia,960
9606,1842,1903,Became part of Society Is.,9601
9606,1903,1993,Became part of French Polynesia,960
9610,1858,1897,Became possession of France,220
9610,1897,1932,Occupied by Mexico,70
9610,1932,1993,Became possession of France,220
9610,1944,1945,Occupied by United States of America,2
9620,1839,1993,Became colony of United Kingdom,200
9621,1839,1993,Became possession of United Kingdom,200
9621,1839,1993,Became part of Pitcairn Is.,9620
9720,1898,1941,Became colony of United States of America,2
9720,1941,1944,Occupied by Japan,740
9730,1859,1993,Became colony of United States of America,2
9740,1862,1890,Became part of Hawaii,4
9740,1889,1912,Became colony of United Kingdom,200
9740,1912,1960,Became part of Hawaii,4
9740,1960,1993,Became colony of United States of America,2
9750,1858,1993,Became possession of United States of America,2
9760,1922,1993,Became possession of United States of America,2
9770,1935,1993,Became possession of United States of America,2
9771,1935,1993,Became possession of United States of America,2
9772,1935,1993,Became possession of United States of America,2
9810,1816,1899,Became colony of Spain,230
9810,1899,1914,Became colony of Germany,255
9810,1914,1919,Occupied by Japan,740
9810,1919,1945,Mandated to Japan,740
9810,1945,1947,Occupied by United States of America,2
9810,1947,1986,Became part of U. S. Pacific Trust Territories,980
9820,1816,1899,Became colony of Spain,230
9820,1899,1919,Became colony of Germany,255
9820,1919,1945,Mandated to Japan,740
9820,1945,1947,Occupied by United States of America,2
9820,1947,1986,Became part of U. S. Pacific Trust Territories,980
9900,1889,1900,Became protectorate of United States of America,2
9900,1900,1993,Became part of Samoa,990
9960,1933,1993,Claimed by Australia,900
9970,1955,1993,Became possession of France,220
9971,1840,1955,Claimed by France,220
9971,1955,1993,Became part of French and Southern Antarctic Territories (F.S.A.T.),9970
9972,1843,1955,Became possession of France,220
9972,1955,1993,Became part of French and Southern Antarctic Territories (F.S.A.T.),9970
9973,1893,1955,Became possession of France,220
9973,1955,1993,Became part of French and Southern Antarctic Territories (F.S.A.T.),9970
9974,1816,1955,Became possession of France,220
9974,1955,1993,Became part of French and Southern Antarctic Territories (F.S.A.T.),9970
9980,1962,1993,Became possession of United Kingdom,200
9981,1908,1962,Claimed by Falkland Is.,1163
9981,1962,1993,Became part of British Antarctic Territory,9980
9982,1821,1833,Became possession of United Kingdom,200
9982,1833,1962,Became part of Falkland Is.,1163
9982,1962,1993,Became part of British Antarctic Territory,9980
9983,1819,1833,Became possession of United Kingdom,200
9983,1833,1962,Became part of Falkland Is.,1163
9983,1962,1993,Became part of British Antarctic Territory,9980
9984,1816,1833,Became possession of United Kingdom,200
9984,1833,1962,Became part of Falkland Is.,1163
9984,1962,1985,Became part of British Antarctic Territory,9980
9984,1985,1993,Became part of South Georgia and South Sandwich Is.,1165
9985,1942,1993,Claimed by Argentina,160
9986,1940,1993,Claimed by Chile,155
9987,1939,1945,Claimed by Germany,255
9991,1931,1993,Became possession of Norway,385
9993,1927,1993,Became possession of Norway,385
