igoID,StateID,JoinYear,LeaveYear
AITIC,90,2005,2005
AITIC,145,2004,2005
AITIC,110,2004,2005
AITIC,600,2005,2005
AITIC,434,2004,2005
AITIC,712,2005,2005
AITIC,205,2004,2005
AITIC,359,2005,2005
AITIC,225,2004,2005
ALO,692,1986,2005
ALO,660,1973,2005
ALO,625,1965,2005
ALO,698,1986,2005
ALO,645,1965,2005
ALO,651,1965,2005
ALO,435,1977,1997
ALO,435,2000,2005
ALO,678,1965,1990
ALO,680,1973,1990
ALO,670,1977,2005
ALO,663,1965,2005
ALO,522,1997,2005
ALO,615,1973,2005
ALO,679,1990,2005
ALO,616,1977,2005
ALO,652,1965,2005
ALO,696,1978,2005
ALO,620,1973,2005
ALO,694,1977,2005
ALO,690,1965,2005
ALO,600,1965,2005
ALO,520,1977,1997
AMCO,411,1991,2005
AMCO,437,1981,2004
AMCO,580,1981,2005
AMCO,471,1981,2005
AMCO,484,1981,2005
AMCO,482,1981,2005
AMCO,461,1981,2005
AMCO,481,1981,2005
AMCO,434,1981,2005
AMCOW,531,2002,2002
AMCOW,500,2002,2002
AMCOW,516,2002,2002
AMCOW,439,2002,2002
AMCOW,501,2002,2002
AMCOW,553,2002,2002
AMCOW,625,2002,2002
AMCOW,402,2002,2002
AMCOW,551,2002,2002
AMCOW,438,2002,2002
AMCOW,651,2002,2002
AMCOW,540,2002,2002
AMCOW,435,2002,2002
AMCOW,570,2002,2002
AMCOW,437,2002,2002
AMCOW,475,2002,2002
AMCOW,451,2002,2002
AMCOW,403,2002,2002
AMCOW,471,2002,2002
AMCOW,517,2002,2002
AMCOW,483,2002,2002
AMCOW,433,2002,2002
AMCOW,581,2002,2002
AMCOW,522,2002,2002
AMCOW,510,2002,2002
AMCOW,615,2002,2002
AMCOW,490,2002,2002
AMCOW,565,2002,2002
AMCOW,616,2002,2002
AMCOW,530,2002,2002
AMCOW,420,2002,2002
AMCOW,590,2002,2002
AMCOW,484,2002,2002
AMCOW,482,2002,2002
AMCOW,461,2002,2002
AMCOW,571,2002,2002
AMCOW,432,2002,2002
AMCOW,452,2002,2002
AMCOW,572,2002,2002
AMCOW,434,2002,2002
AMCOW,560,2002,2002
AMCOW,552,2002,2002
AMCOW,404,2002,2002
AMF,692,1977,2005
AMF,660,1977,2005
AMF,625,1977,1993
AMF,698,1977,2005
AMF,645,1977,1993
AMF,651,1977,1979
AMF,651,1988,2005
AMF,435,1977,2005
AMF,678,1977,1990
AMF,680,1977,1990
AMF,670,1977,2005
AMF,581,2004,2005
AMF,663,1977,2005
AMF,615,1977,2005
AMF,679,1990,2005
